Rating,Date,Body,Sentiment
1,2023-08-06,Es molesto estar a cada rato actualizando. Además de que no le veo ningún cambio significativo a la aplicación después de eso,negative
5,2023-08-06,Buena,positive
5,2023-08-06,??,positive
1,2023-08-06,Cómo es posible tenga mi nómina hay y no puedan darme un préstamo personal,negative
3,2023-08-06,"La aplicación es buena pero no me gusta que requiere actualizaciones muy constantes ?? y en ocasiones no abre, ojalá puedan solucionar eso.",negative
1,2023-08-06,Me deja de funcionar continuamente,negative
1,2023-08-06,Cada vez de mal en peor tarda demasiado para meterme a la aplicación pésima la verdad,negative
1,2023-08-06,"Demasiado lenta, es fatal el servicio de esta app",negative
1,2023-08-06,Dejo de funcionar,negative
5,2023-08-06,Muy buena app,positive
4,2023-08-06,Muy buena atención gracias a Bancoppel,positive
1,2023-08-06,Parece que con cada actualización la hacen más lenta de lo que ya es,negative
1,2023-08-06,No fue muy buena mi experiencia esta app para miiiii,mixed
1,2023-08-06,"Muy mala experiencia, no me deja entrar",negative
1,2023-08-06,problemas con la ubicación y no deja abrir,negative
2,2023-08-06,Cada q me pide q reinicie la app me quitan 20 pesos,negative
1,2023-08-06,No puedo abrir la app me indica que no aparece mi ubicación ya desinstale y volví a instalar y nada,negative
1,2023-08-06,"Es una porquería de aplicacion, ni siquiera me deja entrar al menu principal de lo lento que esta",negative
3,2023-08-06,Ya piden actualización y no he podido ingresar me marca error,negative
3,2023-08-06,Buena,positive
1,2023-08-06,"Me dise q no la descargue de Playstore y no me deja entrar ,es basura la aplicación las actualizaciones solo la empeoran los problemas que tiene la aplicación",negative
1,2023-08-06,"Ahora cobran hasta por el manejo de cue ya, una completa basura la verdad",negative
1,2023-08-06,No puedo entrar ala aplicación llevo días asii,negative
1,2023-08-06,Muy mal que en cada actualización dejen sin servicio. Si tienes la aplicación se supone es rápido su acceso pero limitan demasiado su funcionamiento. Muy mal.,negative
5,2023-08-06,Excelente aplicación,positive
5,2023-08-05,Buena,positive
5,2023-08-05,me gusta su eficiencia,positive
1,2023-08-05,"Una porquería de aplicación, según ya se iba a poder disponer de efectivo en la app desde hace tiempo y nomás nunca se puede, no se pa que da información adelantado si no lo van hacer en la fecha que lo menciona, siempre marca errores también, siempre falla... Casi todos le dan 1 estrella, creo que no ven eso que los clientes estan inconforme y no hacen algo para mejorar, debería cerrar esa app y cuando todo esté al 100 volver a estar disponible, porque nomás ocasiona insatisfacción a los client",negative
1,2023-08-05,Falla mucho siempre que la ocupo falla que siempre está el servicio técnico dándole mantenimiento.,negative
5,2023-08-05,Exelent,positive
1,2023-08-05,Siempre pide actualización y esta muy lenta,negative
5,2023-08-05,Buen servicio,positive
1,2023-08-05,Muy mala,negative
1,2023-08-05,"No me deja iniciar sección dice que la fecha es incorrecta, en fin contratan a gente que no sirve",negative
1,2023-08-05,Es muy lenta se batalla mucho,negative
1,2023-08-05,Son pésimas las actualizaciones demasiado lentas y no te dan opciones para quedarte con la misma. Esta muy mal el servicio de la aplicación.,negative
5,2023-08-05,Tienen razon,mixed
1,2023-08-05,Jamas funciona cuando la necesito siempre aparece actualizar y no se batalla dmc para actualizar estoy tan enfadada qué para hacer una compra tenga que acceder a esta app tan fea,negative
1,2023-08-05,"Intenté abrir una cuenta y no me dejó, no sirve para nada",negative
1,2023-08-05,"No me permite hacer mi usuario, ya me mandó varios códigos y me sale que no es posible seguir con el trámite. Para una emergencia es muy malo esto, muy mala experiencia con su aplicación, es la peor...!!!",negative
1,2023-08-05,No me permite acceder otra vez??????,negative
3,2023-08-05,Muchas fallas:(,negative
1,2023-08-05,no sirbe,negative
1,2023-08-05,Ni si quiera se merece calificación????,negative
5,2023-08-05,Estoi agosto con la app,neutral
1,2023-08-05,"Un asco la App, aprendan de bbva",negative
1,2023-08-05,La descargo y me sale un error el cual dice que mi conexión a internet es inestable mala aplicación,negative
1,2023-08-05,"Se pone demasiado lenta en cada actualización, se supone que sería ser más rápida pero es todo lo contrario. Espero lo mejoren saludos",negative
1,2023-08-05,No me deja ingresar me dice que no tengo conexión y se cierra en automático,negative
1,2023-08-05,"Tengo el problema que cada vez que quiero transferir o hacer alguna compra me dice que salga y vuelva a abrir la aplicación oara generar mi token, al salir doy en botón de token digital y me aparece una imagen de error de conexión revisa tu conexión a internet y vuelve a intentarlo ID 000549 d hecho de todo y nada quiA si pueden ayudarme",negative
5,2023-08-05,Bien,positive
1,2023-08-05,No me deja entrar ala aplicación me aparece como sino tuviera conexión,negative
3,2023-08-05,No me deja actualizar,negative
1,2023-08-05,"La aplicación está cada vez más PEOR, no carga ni para ingresar la contraseña. Aunque salga, cierre por completo la ventana y vuelvo a entrar... Sigue sin funcionar. También intente borrar los datos y volví hacer el registro pero sigue siendo igual de INUTIL. Desinstalare la App",negative
5,2023-08-05,Es la mejor,positive
1,2023-08-05,La ubicación no la reconoce,negative
3,2023-08-05,No me llegan las notificaciones,negative
5,2023-08-05,Muy buena opción,positive
1,2023-08-05,Pesima,negative
1,2023-08-05,"No me deja ingresar, ingreso todo de manera correcta y que los datos no coinciden",negative
5,2023-08-05,Es muy buena megusta,positive
1,2023-08-05,"En la última actualización empeoró, ahora tarda un chingo para poder abrir y eso sí esque llega abrir siempre dice que actives la ubicación aunque esté activa, la instalo y la desinstalo para que pueda funcionar y no así es raro cuando abre la app es estresante querer ocupar la app porque uno la necesita y que no sirva ??",negative
1,2023-08-05,"Pésima , ya no se carga -5?",negative
5,2023-08-05,Excelente,positive
5,2023-08-05,Me a dado buenos resultados En mis movimientos saldos y tranferencias,positive
5,2023-08-05,Agradecida por la seguridad de mi efectivo,positive
4,2023-08-05,Es muy nrcesaria,positive
5,2023-08-04,Buena,positive
1,2023-08-04,"Ya no funciona desde julio 2023. Pide reiniciar la ubicación y no sale de ahí, aunque hacen actualizaciones muy seguido, no la han podido arreglar. Con otras apps no tengo problema con la ubicación",negative
5,2023-08-04,Me gustaría que bancoppel me dieron crédito,neutral
1,2023-08-04,"Tarda mucho en abrir, hay vecez que ni abre marca error cada vez falla mas, con cada actualización que hacen se alenta mas",negative
5,2023-08-04,Buena fácil y rápida,positive
5,2023-08-04,Buena,positive
1,2023-08-04,"Muy eneficiente para todo se está actualizando, se tarda en abrir no capta el momento las transferencias, te retiene el saldo muy mal",negative
5,2023-08-04,Es buena práctica y segura,positive
1,2023-08-04,"SON RATEROS ??????Se roban el dinero de tu cuenta, derepente en la app te sale el anuncio que dice "" REVISA TU CONEXIÓN A INTERNET"" cuando claramente estoy en mi casa, y no hay falla de conexión.. No te deja abrir la app, y cuando vas al banco a aclaración, tienes menos dinero. RATEROS ??????????",negative
2,2023-08-04,No me sirve no puedo acceder a mi cuenta,negative
1,2023-08-04,"Está fallando, desde hace días no puedo entrar, me dice que no tengo conexión, cuando si tengo internet. Ya desinstalé, reinicie y he hecho de todo y nada.",negative
5,2023-08-04,Cristian no se te,mixed
1,2023-08-04,"Pésima app, desgraciadamente es necesaria para manejar el dinero, no deja ingresar, se tarda demasiado, pésimo pésimo pésimo",negative
5,2023-08-04,Muy buena atención,positive
1,2023-08-04,Abre solo cuando quiere pesima aplicacion,negative
4,2023-08-04,Es muy funcional.,positive
5,2023-08-04,Buena,positive
1,2023-08-04,No deja instalar me dice que un error con mi teléfono pero no me da para solucionar el problema que pésimo se puso el servicio,negative
1,2023-08-04,¡Pésima aplicación! No te deja abrir una cuenta en línea siempre arroja un error ; si no tienes tiempo de ir a sucursal no puedes tener una cuenta con ellos ??,negative
5,2023-08-04,Exelente,positive
1,2023-08-04,Ami me llego a mi correo una notificacion de que fue exitosa la validacion de mi cuenta y nunca e solicitado ni tengo cuenta bancoppel Hay fallas de seguridad,negative
1,2023-08-04,"Malísima aplicación pide permisos para acceder a tus fotos, hacer y administrar tus llamadas. Ya ni mi vieja tiene tanto acceso a mi información personal",negative
1,2023-08-04,Pesimismo no.abre una porquería de app ??,negative
5,2023-08-04,Buena app de banco.,positive
1,2023-08-04,"Muy mal Ya no me permite ingresar, me pidió actualización se descarga pero no se instala, pésimo",negative
4,2023-08-04,Es buena y eficiente,positive
5,2023-08-04,Excelente,positive
1,2023-08-04,"Siempre fallando ala hora de ingresa a tu app. No termina de cargar , ni abrir la cuenta",negative
1,2023-08-04,pésima,negative
5,2023-08-03,Buen servicio,positive
1,2023-08-03,No me deja elegir mi fecha de nacimiento,negative
1,2023-08-03,"Me podrían decir porque tiene más de semana que mi app no funciona, la actualice y sin embargo sigue pidiendo los datos para entrar y al ponerlos marca error",negative
1,2023-08-03,Falla mucho por la ubicación,negative
1,2023-08-03,No puedo actualizar la aplicación,negative
1,2023-08-03,No me habré esta ondaaa..,negative
1,2023-08-03,"Quería ser cliente y realicé todo el proceso. Para que al final sin especificar solamente me digan ""ups, hubo un problema al aperturar tu cuenta. Por favor intente más tarde"" y después de 3 intentos se bloquea... pésima app",negative
5,2023-08-03,Muy mala,mixed
1,2023-08-03,No me dejar pagar solo aparece saldo retenido ya llevo 4 días,negative
1,2023-08-03,Cada actualización peor arreglen los errores no se puede acceder,negative
1,2023-08-03,Buenas,mixed
1,2023-08-03,Es tan mala como el servicio de los empleados cuando acudí a abrir mi cuenta no me aceptaron el pasaporte y cuando obtuve mi credencial y volví para abrir mi cuenta los empleados pasaron mas tiempo platicando que atendiendome y la aplicación es una basura,negative
1,2023-08-03,Ni siquiera me abre la aplicación,negative
1,2023-08-03,No sirve,negative
1,2023-08-03,"No abre ,no detecta ubicación",negative
5,2023-08-03,Super Bien,positive
3,2023-08-03,Dura mucho tiempo para abrir la aplicación y cuando llega abrir entra y se sale nuevamente hacer todo el proceso nuevamente,negative
1,2023-08-03,"Hace días que no puedo abrir la app, necesito realizar movimientos urgentemente!",negative
5,2023-08-03,Muy buena gracias,positive
1,2023-08-03,Pésima horrible está app ademas las cajeras de coppel las americas para no atender te dicen que no pueden solucionar el problema de la app son pésimas para atenderte además duran más de una hora con un cliente,negative
4,2023-08-03,Por que no lo puedo Instalar en mi cel Samsung a32,mixed
1,2023-08-03,Pésima actualización. Ni con datos o WiFi abre.,negative
1,2023-08-03,Pesimo tengo dias sin poder abrir la app y tampoco la puedo actualizar pesimo esta,negative
3,2023-08-03,Muy lenta,negative
1,2023-08-03,No habre la aplicacion,negative
1,2023-08-03,No me deja actualizar la app,negative
1,2023-08-03,No se puede instalar su porquería ash,negative
1,2023-08-03,Muy lento,negative
5,2023-08-03,buen servicio,positive
5,2023-08-03,Muy buena,positive
5,2023-08-02,Bien,positive
1,2023-08-02,"Es una bazofia cada actualización además a cada rato pide que se actualice, es lenta, se traba y te saca de la aplicación. Corrigan todo y que las actualizaciones sean cuando lo deseemos no cuando no lo impongan, ahora resulta que no podemos entrar a revisar sino haya que actualizamos la aplicación antes. Estaba mejor la app en años anteriores cada vez desepciona, hay cosas que son gratas, pero la mayoría de las cosas son un dolor de cabeza.",negative
3,2023-08-02,"No deja iniciar sesión cuando urgen tiene problema, ??",negative
1,2023-08-02,No se puede abrir malisima,negative
5,2023-08-02,Muy bueno,positive
1,2023-08-02,"Ahora no me permite entrar ala app, Que feo es inadecuada",negative
1,2023-08-02,"Aplicacion kk.. nunca se puede entrar, no carga.. no saca de un apuro.. debería existir la opcion de cero estrellas #$@*&",negative
5,2023-08-02,Práctico para mis necesidades de Ahorro. Veré como me Ayuda en Pagos en Línea,positive
1,2023-08-02,Es una porquería,negative
1,2023-08-02,Falla demasiado y pide actualización a cáda rato eso no es agradable,negative
1,2023-08-02,No funciona esta aplicación gracias a ella ya cambie de Banco,negative
2,2023-08-02,Empiezo mis tramites con ustedes espero todo sea sin problemas,mixed
